순번,종류,파일명,블록,블록제목,비트,장소,컷,조명,초,프롬프트
127,이미지,10블-b2-k4.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k4/4,C,19,"the same scene from the same camera height, closest framing of this beat, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
128,이미지,10블-b3-k1.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b3,거북선 갑판 내부,k1/3,C,19,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
128,영상,10블-b3-v1.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b3,거북선 갑판 내부,k1→k2,C,19,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
129,이미지,10블-b3-k2.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b3,거북선 갑판 내부,k2/3,C,19,"the same scene from the same camera height, progressively closer (2 of 3), medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
129,영상,10블-b3-v2.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b3,거북선 갑판 내부,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
130,이미지,10블-b3-k3.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b3,거북선 갑판 내부,k3/3,C,19,"the same scene from the same camera height, closest framing of this beat, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
131,이미지,10블-b4-k1.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b4,조선 조선소 작업장,k1/3,C,19,"Joseon shipyard workshop with pine timber stacks and carpenter tools, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
131,영상,10블-b4-v1.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b4,조선 조선소 작업장,k1→k2,C,19,"Locked-off camera with no movement at all, only the subject moves. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
132,이미지,10블-b4-k2.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b4,조선 조선소 작업장,k2/3,C,19,"the same scene from the same camera height, progressively closer (2 of 3), tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
132,영상,10블-b4-v2.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b4,조선 조선소 작업장,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
133,이미지,10블-b4-k3.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b4,조선 조선소 작업장,k3/3,C,19,"the same scene from the same camera height, closest framing of this beat, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
134,이미지,11블-b1-k1.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b1,한산도 앞바다 해협,k1/3,C,23,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
134,영상,11블-b1-v1.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b1,한산도 앞바다 해협,k1→k2,C,23,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
135,이미지,11블-b1-k2.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b1,한산도 앞바다 해협,k2/3,C,23,"the same scene from the same camera height, progressively closer (2 of 3), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
135,영상,11블-b1-v2.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b1,한산도 앞바다 해협,k2→k3,C,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
136,이미지,11블-b1-k3.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b1,한산도 앞바다 해협,k3/3,C,23,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
137,이미지,11블-b2-k1.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b2,여수 수군 진영,k1/3,C,23,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
137,영상,11블-b2-v1.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b2,여수 수군 진영,k1→k2,C,23,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
138,이미지,11블-b2-k2.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b2,여수 수군 진영,k2/3,C,23,"the same scene from the same camera height, progressively closer (2 of 3), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
138,영상,11블-b2-v2.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b2,여수 수군 진영,k2→k3,C,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
139,이미지,11블-b2-k3.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b2,여수 수군 진영,k3/3,C,23,"the same scene from the same camera height, closest framing of this beat, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
140,이미지,11블-b3-k1.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b3,거북선 갑판 내부,k1/3,C,23,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
140,영상,11블-b3-v1.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b3,거북선 갑판 내부,k1→k2,C,23,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
141,이미지,11블-b3-k2.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b3,거북선 갑판 내부,k2/3,C,23,"the same scene from the same camera height, progressively closer (2 of 3), medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
141,영상,11블-b3-v2.mp4,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b3,거북선 갑판 내부,k2→k3,C,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
142,이미지,11블-b3-k3.png,11,조류·암초 데이터를 계산하는 이순신의 전장 지도 분석,b3,거북선 갑판 내부,k3/3,C,23,"the same scene from the same camera height, closest framing of this beat, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
143,이미지,12블-b1-k1.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k1/4,C,19,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
143,영상,12블-b1-v1.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k1→k2,C,19,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
144,이미지,12블-b1-k2.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k2/4,C,19,"the same scene from the same camera height, progressively closer (2 of 4), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
144,영상,12블-b1-v2.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
145,이미지,12블-b1-k3.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k3/4,C,19,"the same scene from the same camera height, progressively closer (3 of 4), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
145,영상,12블-b1-v3.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k3→k4,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
146,이미지,12블-b1-k4.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b1,한산도 앞바다 해협,k4/4,C,19,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
147,이미지,12블-b2-k1.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k1/4,C,19,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
147,영상,12블-b2-v1.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k1→k2,C,19,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
148,이미지,12블-b2-k2.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k2/4,C,19,"the same scene from the same camera height, progressively closer (2 of 4), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
148,영상,12블-b2-v2.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
149,이미지,12블-b2-k3.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k3/4,C,19,"the same scene from the same camera height, progressively closer (3 of 4), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
149,영상,12블-b2-v3.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k3→k4,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
150,이미지,12블-b2-k4.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b2,여수 수군 진영,k4/4,C,19,"the same scene from the same camera height, closest framing of this beat, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
151,이미지,12블-b3-k1.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b3,거북선 갑판 내부,k1/3,C,19,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
151,영상,12블-b3-v1.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b3,거북선 갑판 내부,k1→k2,C,19,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
152,이미지,12블-b3-k2.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b3,거북선 갑판 내부,k2/3,C,19,"the same scene from the same camera height, progressively closer (2 of 3), medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
152,영상,12블-b3-v2.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b3,거북선 갑판 내부,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
153,이미지,12블-b3-k3.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b3,거북선 갑판 내부,k3/3,C,19,"the same scene from the same camera height, closest framing of this beat, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
154,이미지,12블-b4-k1.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b4,조선 조선소 작업장,k1/3,C,19,"Joseon shipyard workshop with pine timber stacks and carpenter tools, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
154,영상,12블-b4-v1.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b4,조선 조선소 작업장,k1→k2,C,19,"Locked-off camera with no movement at all, only the subject moves. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
155,이미지,12블-b4-k2.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b4,조선 조선소 작업장,k2/3,C,19,"the same scene from the same camera height, progressively closer (2 of 3), tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
155,영상,12블-b4-v2.mp4,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b4,조선 조선소 작업장,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
156,이미지,12블-b4-k3.png,12,신호연과 북소리로 함대를 지휘하는 통신망 재현,b4,조선 조선소 작업장,k3/3,C,19,"the same scene from the same camera height, closest framing of this beat, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
157,이미지,13블-b1-k1.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k1/4,B,21,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
157,영상,13블-b1-v1.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k1→k2,B,21,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
158,이미지,13블-b1-k2.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k2/4,B,21,"the same scene from the same camera height, progressively closer (2 of 4), extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
158,영상,13블-b1-v2.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k2→k3,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
159,이미지,13블-b1-k3.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k3/4,B,21,"the same scene from the same camera height, progressively closer (3 of 4), extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
159,영상,13블-b1-v3.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k3→k4,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
160,이미지,13블-b1-k4.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b1,한산도 앞바다 해협,k4/4,B,21,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
161,이미지,13블-b2-k1.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k1/4,B,21,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
161,영상,13블-b2-v1.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k1→k2,B,21,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
162,이미지,13블-b2-k2.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k2/4,B,21,"the same scene from the same camera height, progressively closer (2 of 4), wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
162,영상,13블-b2-v2.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k2→k3,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
163,이미지,13블-b2-k3.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k3/4,B,21,"the same scene from the same camera height, progressively closer (3 of 4), wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
163,영상,13블-b2-v3.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k3→k4,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
164,이미지,13블-b2-k4.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b2,여수 수군 진영,k4/4,B,21,"the same scene from the same camera height, closest framing of this beat, wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
165,이미지,13블-b3-k1.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k1/4,B,21,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
165,영상,13블-b3-v1.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k1→k2,B,21,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
166,이미지,13블-b3-k2.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k2/4,B,21,"the same scene from the same camera height, progressively closer (2 of 4), medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
166,영상,13블-b3-v2.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k2→k3,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
167,이미지,13블-b3-k3.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k3/4,B,21,"the same scene from the same camera height, progressively closer (3 of 4), medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
167,영상,13블-b3-v3.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k3→k4,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
168,이미지,13블-b3-k4.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b3,거북선 갑판 내부,k4/4,B,21,"the same scene from the same camera height, closest framing of this beat, medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
169,이미지,13블-b4-k1.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b4,조선 조선소 작업장,k1/3,B,21,"Joseon shipyard workshop with pine timber stacks and carpenter tools, tight close-up, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
